point_id,label,prefecture,elevation_m,slope_deg,local_relief_m,distance_to_volcano_km,distance_to_river_km,distance_to_lake_km,vegetation_naturalness,geology_group
p12-10-10396,1,群馬県,182.6,3.35,30.1,27.26,0.089,9.471,2.0,堆積岩
p12-10-10403,1,群馬県,644.2,8.47,58.4,22.5,0.049,6.156,6.0,堆積岩
p12-10-10404,1,群馬県,842.8,7.12,91.7,10.28,0.036,5.162,7.0,火成岩
p12-10-10405,1,群馬県,548.9,16.03,48.0,18.01,0.014,3.973,7.0,堆積岩
p12-10-10410,1,群馬県,763.0,10.56,89.4,10.68,0.121,9.706,7.0,火成岩
p12-10-10419,1,群馬県,523.2,6.53,91.0,15.38,0.096,10.886,7.0,火成岩
p12-10-10422,1,群馬県,1698.8,7.47,67.9,1.75,0.052,10.523,10.0,火成岩
p12-10-10426,1,群馬県,1237.4,4.35,27.4,10.39,0.078,2.865,2.0,火成岩
p12-10-10429,1,群馬県,1188.9,6.25,36.2,6.33,0.216,9.541,7.0,火成岩
p12-10-10430,1,群馬県,562.7,1.76,27.6,18.62,0.143,11.398,2.0,火成岩
p12-10-10431,1,群馬県,583.6,3.93,41.1,19.35,0.021,9.96,7.0,火成岩
p12-10-10439,1,群馬県,474.1,2.73,42.6,14.61,0.123,7.808,6.0,火成岩
p12-10-10440,1,群馬県,544.9,12.84,88.1,15.92,0.009,7.862,6.0,堆積岩
p12-10-10442,1,群馬県,291.7,7.34,42.6,9.95,0.177,8.821,,火成岩
p12-10-10443,1,群馬県,311.9,10.93,78.3,11.44,0.219,9.73,2.0,火成岩
p12-10-10452,1,群馬県,971.0,26.91,53.8,12.19,0.074,10.453,7.0,火成岩
p12-10-10453,1,群馬県,872.1,14.5,52.3,12.48,0.135,13.509,6.0,堆積岩
p12-10-10454,1,群馬県,875.7,34.87,73.3,12.75,0.246,14.55,6.0,堆積岩
p12-10-10455,1,群馬県,804.8,6.51,44.4,13.31,0.127,13.056,2.0,堆積岩
p12-10-10456,1,群馬県,836.2,7.52,74.2,16.61,0.121,10.25,7.0,火成岩
p12-10-10457,1,群馬県,836.2,7.52,74.2,16.61,0.121,10.25,7.0,火成岩
p12-10-10458,1,群馬県,798.9,47.36,112.5,13.87,0.007,12.635,9.0,火成岩
p12-10-10476,1,群馬県,641.2,40.05,99.2,18.45,0.288,8.123,7.0,堆積岩
p12-10-10482,1,群馬県,342.5,2.91,36.9,14.45,0.09,9.511,,
p12-10-10488,1,群馬県,486.1,7.47,48.8,31.31,0.145,6.966,7.0,火成岩
p12-10-10489,1,群馬県,431.5,5.37,24.6,27.25,0.046,7.795,2.0,堆積岩
p12-10-10490,1,群馬県,459.5,17.55,58.0,21.75,0.049,10.435,2.0,火成岩
p12-10-10493,1,群馬県,613.6,8.12,54.9,28.45,0.188,0.191,2.0,堆積岩
p12-10-10494,1,群馬県,367.5,5.46,14.8,21.77,0.256,10.126,2.0,堆積岩
p12-10-10495,1,群馬県,367.5,5.46,14.8,21.77,0.256,10.126,2.0,堆積岩
p12-10-10507,1,群馬県,610.5,2.15,53.2,28.17,0.185,0.102,2.0,堆積岩
p12-11-10049,1,埼玉県,27.3,0.0,0.3,42.13,0.061,17.773,2.0,堆積岩
p12-11-10146,1,埼玉県,179.9,2.73,21.2,51.62,0.165,9.486,2.0,堆積岩
p12-11-10147,1,埼玉県,383.7,11.91,112.2,57.64,0.056,2.683,7.0,付加体
p12-11-10207,1,埼玉県,12.2,0.22,0.5,59.8,0.254,14.265,2.0,堆積岩
p12-11-10208,1,埼玉県,13.3,0.35,0.9,63.51,0.154,22.078,2.0,堆積岩
p12-11-10261,1,埼玉県,5.1,0.0,0.1,83.37,0.093,16.401,2.0,堆積岩
p12-11-10341,1,埼玉県,13.6,4.98,5.5,76.49,0.346,16.858,4.0,堆積岩
p12-11-10526,1,埼玉県,179.3,30.91,74.2,72.21,0.205,0.048,6.0,付加体
p12-11-10582,1,埼玉県,13.5,0.22,1.6,65.67,0.15,5.965,2.0,堆積岩
p12-11-10615,1,埼玉県,109.6,10.2,30.7,62.06,0.035,9.97,7.0,堆積岩
p12-11-10616,1,埼玉県,159.5,9.77,67.0,62.84,0.218,9.193,6.0,変成岩
p12-11-10632,1,埼玉県,308.6,2.83,69.9,53.6,0.11,8.918,7.0,堆積岩
p12-11-10652,1,埼玉県,426.5,10.68,143.5,41.55,0.512,0.291,,堆積岩
p12-11-10672,1,埼玉県,154.3,3.0,53.9,47.9,0.136,0.677,7.0,変成岩
p12-11-10673,1,埼玉県,95.5,1.85,23.1,49.84,0.118,2.92,1.0,火成岩
p12-12-10050,1,千葉県,5.0,0.34,1.5,160.1,0.271,26.865,,堆積岩
p12-12-10066,1,千葉県,11.6,9.13,11.1,102.07,1.152,14.176,1.0,堆積岩
p12-12-10069,1,千葉県,0.5,0.18,1.0,97.61,0.266,19.932,4.0,堆積岩
p12-12-10106,1,千葉県,0.5,0.25,1.4,82.24,0.998,23.465,,その他
p12-12-10119,1,千葉県,16.0,0.37,0.9,94.73,0.543,8.251,1.0,堆積岩
p12-12-10121,1,千葉県,15.0,0.53,1.2,87.14,1.07,6.382,1.0,堆積岩
p12-12-10122,1,千葉県,15.2,0.0,1.1,92.61,0.946,7.101,1.0,堆積岩
p12-12-10131,1,千葉県,10.3,0.29,0.4,79.52,0.083,8.436,5.0,堆積岩
p12-12-10176,1,千葉県,3.7,1.32,6.1,155.91,0.142,23.772,2.0,堆積岩
p12-12-10193,1,千葉県,0.8,2.23,5.7,95.98,0.065,20.551,,堆積岩
p12-12-10196,1,千葉県,105.3,5.74,61.4,92.95,0.748,17.311,2.0,堆積岩
p12-12-10274,1,千葉県,1.5,0.29,2.6,90.57,0.494,27.096,1.0,その他
p12-12-10277,1,千葉県,1.3,0.32,1.1,94.13,0.95,23.586,,その他
p12-12-10292,1,千葉県,20.5,0.0,1.8,112.43,0.688,2.737,2.0,堆積岩
p12-12-10355,1,千葉県,39.1,5.62,12.4,136.81,0.577,14.272,2.0,堆積岩
p12-12-10359,1,千葉県,35.9,0.53,14.6,139.6,1.073,13.998,2.0,堆積岩
p12-12-10433,1,千葉県,2.6,0.15,1.0,118.94,2.291,7.026,2.0,堆積岩
p12-12-10474,1,千葉県,2.9,3.79,45.6,60.88,0.28,17.25,8.0,堆積岩
p12-14-10007,1,神奈川県,893.8,8.9,63.6,1.55,1.048,1.349,2.0,火成岩
p12-15-10082,1,新潟県,9.4,1.07,15.3,53.25,0.094,0.737,1.0,堆積岩
p12-15-10083,1,新潟県,9.9,3.7,33.2,53.01,0.668,6.842,2.0,堆積岩
p12-15-10107,1,新潟県,1.6,0.0,0.3,60.46,0.035,8.862,2.0,堆積岩
p12-15-10136,1,新潟県,9.3,0.49,33.1,71.53,0.366,24.588,6.0,火成岩
p12-15-10137,1,新潟県,10.5,4.77,13.9,71.96,0.223,23.838,2.0,堆積岩
p12-15-10138,1,新潟県,38.7,5.67,22.4,73.64,0.027,22.67,6.0,堆積岩
p12-15-10139,1,新潟県,4.7,2.23,26.9,75.1,0.193,28.187,9.0,火成岩
p12-15-10140,1,新潟県,25.8,1.18,13.2,74.85,0.661,18.979,6.0,堆積岩
p12-15-10176,1,新潟県,225.3,19.16,84.2,57.54,0.058,18.582,8.0,堆積岩
p12-15-10177,1,新潟県,32.5,0.54,1.2,62.17,0.054,23.776,2.0,堆積岩
p12-15-10178,1,新潟県,33.8,7.29,36.0,62.11,0.55,23.117,2.0,堆積岩
p12-15-10179,1,新潟県,37.3,16.33,33.5,59.29,0.189,22.601,2.0,堆積岩
p12-15-10180,1,新潟県,23.0,0.93,7.1,57.07,0.284,22.389,2.0,堆積岩
p12-15-10181,1,新潟県,71.9,13.43,72.7,73.81,0.044,23.119,2.0,堆積岩
p12-15-10182,1,新潟県,115.7,2.31,19.3,70.68,0.329,25.548,1.0,堆積岩
p12-15-10183,1,新潟県,21.4,0.04,0.9,67.93,0.27,31.129,2.0,堆積岩
p12-15-10184,1,新潟県,99.3,14.99,92.0,70.85,0.047,22.031,6.0,堆積岩
p12-15-10185,1,新潟県,32.3,9.4,59.4,58.49,0.368,22.842,2.0,堆積岩
p12-15-10223,1,新潟県,57.4,16.0,30.5,66.8,0.079,20.234,6.0,堆積岩
p12-15-10237,1,新潟県,20.0,0.0,1.7,68.94,0.058,32.052,6.0,堆積岩
p12-15-10240,1,新潟県,435.5,26.46,44.6,55.16,0.468,15.711,8.0,堆積岩
p12-15-10242,1,新潟県,141.9,3.12,38.0,62.12,0.442,18.478,7.0,堆積岩
p12-15-10261,1,新潟県,21.6,4.47,28.9,73.72,0.438,32.53,10.0,堆積岩
p12-15-10262,1,新潟県,6.9,2.84,45.2,73.79,0.463,35.63,,堆積岩
p12-15-10263,1,新潟県,18.7,2.36,73.5,72.8,0.003,36.541,7.0,堆積岩
p12-15-10280,1,新潟県,25.9,4.9,33.6,73.64,0.432,32.504,10.0,堆積岩
p12-15-10281,1,新潟県,1.2,2.41,8.6,74.14,1.316,36.734,,
p12-15-10282,1,新潟県,21.6,4.47,28.9,73.72,0.438,32.53,10.0,堆積岩
p12-15-10322,1,新潟県,20.9,5.85,36.8,67.97,0.607,32.704,6.0,堆積岩
p12-15-10333,1,新潟県,164.1,8.18,52.5,50.77,0.525,20.724,7.0,堆積岩
p12-15-10352,1,新潟県,7.5,6.97,40.4,74.27,0.27,30.067,,堆積岩
p12-15-10363,1,新潟県,86.3,1.37,10.4,40.27,0.082,5.64,2.0,堆積岩
p12-15-10364,1,新潟県,109.1,1.37,84.7,40.59,0.042,5.461,7.0,堆積岩
p12-15-10385,1,新潟県,51.4,6.13,54.4,56.19,0.941,21.072,2.0,堆積岩
p12-15-10415,1,新潟県,5.1,0.38,3.9,67.37,0.938,9.249,,堆積岩
p12-15-10416,1,新潟県,90.6,1.72,22.2,58.36,0.074,14.756,2.0,堆積岩
p12-15-10417,1,新潟県,8.4,5.25,47.3,81.7,0.079,24.227,,堆積岩
p12-15-10418,1,新潟県,17.0,5.54,27.3,62.66,0.218,4.875,,堆積岩
p12-15-10419,1,新潟県,69.0,3.3,65.1,69.1,0.039,16.401,7.0,堆積岩
p12-15-10451,1,新潟県,91.3,4.74,56.9,60.55,0.01,16.228,2.0,堆積岩
p12-15-10539,1,新潟県,15.4,0.36,2.9,53.53,0.237,7.717,2.0,堆積岩
p12-15-10540,1,新潟県,15.4,0.36,2.9,53.53,0.237,7.717,2.0,堆積岩
p12-15-10541,1,新潟県,512.1,48.19,165.9,44.2,0.048,12.123,9.0,付加体
p12-15-10542,1,新潟県,10.8,1.25,10.4,69.35,1.632,21.668,10.0,堆積岩
p12-15-10543,1,新潟県,44.2,0.98,25.7,54.58,0.077,9.059,2.0,堆積岩
p12-15-10544,1,新潟県,11.7,0.3,1.1,59.61,0.501,12.831,2.0,堆積岩
p12-15-10545,1,新潟県,25.2,21.08,26.7,65.63,0.017,18.485,2.0,堆積岩
p12-15-10546,1,新潟県,36.8,3.07,9.0,55.28,0.08,8.147,2.0,堆積岩
p12-15-10628,1,新潟県,100.5,10.68,62.1,56.51,0.658,24.051,1.0,堆積岩
p12-15-10629,1,新潟県,108.8,3.84,10.6,54.67,0.085,24.695,7.0,堆積岩
p12-15-10646,1,新潟県,80.4,1.6,41.1,43.81,0.058,11.937,2.0,堆積岩
p12-15-10670,1,新潟県,333.1,8.89,64.0,46.83,0.042,26.067,7.0,堆積岩
p12-15-10671,1,新潟県,436.9,3.33,21.0,48.69,0.606,26.239,8.0,堆積岩
p12-15-10672,1,新潟県,144.8,2.3,5.8,50.87,0.299,28.653,2.0,堆積岩
p12-15-10673,1,新潟県,105.7,1.23,8.8,52.61,0.243,26.291,2.0,堆積岩
p12-15-10705,1,新潟県,173.4,1.49,7.8,53.84,0.377,25.398,2.0,堆積岩
p12-15-10736,1,新潟県,160.5,0.93,4.8,49.59,0.134,25.256,,堆積岩
p12-15-10737,1,新潟県,215.2,4.1,37.5,45.45,0.209,22.056,7.0,堆積岩
p12-15-10738,1,新潟県,364.3,8.7,96.2,41.62,0.051,23.723,8.0,堆積岩
p12-15-10739,1,新潟県,315.9,14.65,84.5,43.09,0.087,22.931,2.0,堆積岩
p12-15-10751,1,新潟県,404.5,4.11,87.8,53.25,0.473,19.313,7.0,堆積岩
p12-15-10768,1,新潟県,369.9,30.16,106.6,47.24,0.087,18.946,6.0,火成岩
p12-15-10769,1,新潟県,353.7,6.45,82.9,47.27,0.022,19.014,8.0,火成岩
p12-15-10770,1,新潟県,372.1,6.44,80.9,48.27,0.191,20.247,2.0,火成岩
p12-15-10771,1,新潟県,367.1,24.15,104.4,47.24,0.081,18.941,6.0,火成岩
p12-15-10804,1,新潟県,18.8,2.29,52.4,76.12,0.558,17.244,6.0,堆積岩
p12-15-10841,1,新潟県,32.2,1.62,6.7,65.87,0.168,10.31,6.0,堆積岩
p12-15-10860,1,新潟県,16.2,5.34,48.2,56.98,0.252,20.815,,堆積岩
p12-15-10870,1,新潟県,8.8,0.49,38.9,57.46,0.091,21.26,,堆積岩
p12-15-10898,1,新潟県,22.0,0.74,31.2,69.84,0.052,30.462,7.0,火成岩
p12-15-10907,1,新潟県,202.3,11.57,54.4,13.49,0.109,18.861,2.0,堆積岩
p12-15-10908,1,新潟県,134.9,7.88,75.7,17.31,0.075,23.468,7.0,火成岩
p12-15-10909,1,新潟県,291.6,2.98,49.2,15.81,0.524,21.575,2.0,堆積岩
p12-15-10910,1,新潟県,450.9,6.89,54.7,7.37,0.055,13.48,2.0,火成岩
p12-15-10911,1,新潟県,28.2,1.34,5.0,19.29,0.077,24.826,2.0,堆積岩
p12-15-10912,1,新潟県,277.3,5.05,112.2,15.72,0.126,17.156,7.0,付加体
p12-15-10913,1,新潟県,376.5,4.32,41.1,8.36,0.068,14.498,2.0,火成岩
p12-15-10914,1,新潟県,878.8,11.28,100.2,7.21,0.076,11.202,8.0,堆積岩
p12-15-10915,1,新潟県,1512.4,47.17,153.9,24.33,0.158,21.704,9.0,堆積岩
p12-15-10916,1,新潟県,248.1,7.68,38.3,12.41,0.082,16.62,2.0,堆積岩
p12-15-10917,1,新潟県,262.9,16.79,88.6,14.49,0.083,20.366,2.0,火成岩
p12-15-11020,1,新潟県,675.3,6.19,25.0,7.05,0.709,3.696,2.0,火成岩
p12-15-11021,1,新潟県,1103.1,7.83,145.1,3.14,0.105,7.795,9.0,火成岩
p12-15-11022,1,新潟県,907.1,6.16,100.0,4.49,0.321,8.919,9.0,火成岩
p12-15-11023,1,新潟県,786.7,3.89,38.5,5.54,0.189,9.213,8.0,火成岩
p12-15-11024,1,新潟県,603.2,3.3,32.8,12.32,0.62,7.514,8.0,火成岩
p12-15-11025,1,新潟県,263.1,4.28,21.0,14.06,0.144,18.208,7.0,堆積岩
p12-15-11027,1,新潟県,483.7,17.96,102.5,20.71,0.225,10.602,2.0,堆積岩
p12-15-11028,1,新潟県,425.6,8.83,76.4,21.1,0.278,11.846,2.0,堆積岩
p12-15-11029,1,新潟県,720.3,4.73,31.1,6.32,0.312,4.397,2.0,火成岩
p12-15-11086,1,新潟県,30.0,0.0,1.4,42.62,0.397,10.916,2.0,堆積岩
p12-15-11087,1,新潟県,45.3,7.13,47.9,41.74,0.091,11.368,2.0,堆積岩
p12-15-11088,1,新潟県,30.5,4.08,21.5,40.44,0.091,12.084,6.0,堆積岩
p12-15-11099,1,新潟県,199.6,8.18,65.0,20.21,0.059,24.581,2.0,堆積岩
p12-15-11146,1,新潟県,434.4,13.75,85.4,37.54,0.077,15.386,2.0,堆積岩
p12-15-11173,1,新潟県,71.3,8.99,68.1,43.85,0.039,15.901,2.0,堆積岩
p12-15-11179,1,新潟県,255.2,7.66,79.3,48.09,0.475,16.172,7.0,堆積岩
p12-15-11188,1,新潟県,412.6,8.34,94.7,32.61,0.197,14.703,7.0,堆積岩
p12-15-11192,1,新潟県,15.0,0.53,14.3,45.29,1.75,14.83,,堆積岩
p12-15-11193,1,新潟県,74.9,8.25,59.2,51.9,0.659,6.692,6.0,堆積岩
p12-15-11203,1,新潟県,18.8,7.55,20.4,43.73,2.3,16.298,1.0,堆積岩
p12-15-11204,1,新潟県,8.3,3.42,21.5,43.77,2.353,16.314,1.0,堆積岩
p12-15-11216,1,新潟県,4.8,0.2,8.6,45.51,0.076,13.4,2.0,堆積岩
p12-15-11224,1,新潟県,325.4,6.42,18.8,10.89,0.043,12.292,6.0,火成岩
p12-15-11232,1,新潟県,227.3,10.46,25.6,22.59,0.042,14.789,2.0,堆積岩
p12-15-11245,1,新潟県,490.9,2.04,68.7,27.82,0.749,15.986,7.0,堆積岩
p12-15-11247,1,新潟県,116.8,5.87,65.6,32.97,0.43,22.817,7.0,堆積岩
p12-15-11250,1,新潟県,159.2,2.35,61.8,19.21,0.124,24.164,7.0,堆積岩
p12-15-11280,1,新潟県,19.8,0.26,2.8,47.24,0.91,6.085,1.0,堆積岩
p12-15-11281,1,新潟県,66.8,3.55,27.1,46.49,0.329,5.928,2.0,堆積岩
p12-15-11282,1,新潟県,29.6,0.7,48.1,44.8,0.076,7.933,6.0,堆積岩
p12-15-11283,1,新潟県,25.1,0.23,22.7,40.97,0.156,11.833,2.0,
p12-15-11284,1,新潟県,55.4,4.66,41.8,47.74,0.283,5.571,2.0,堆積岩
p12-15-11285,1,新潟県,66.8,5.29,44.5,46.9,0.124,5.717,2.0,火成岩
p12-15-11286,1,新潟県,37.7,1.79,8.4,48.48,0.074,4.885,6.0,堆積岩
p12-15-11306,1,新潟県,8.2,3.51,42.0,125.43,0.072,16.267,7.0,堆積岩
p12-15-11307,1,新潟県,36.2,3.0,20.4,124.51,0.159,6.492,2.0,堆積岩
p12-15-11308,1,新潟県,32.2,5.01,43.0,101.62,0.449,29.56,2.0,堆積岩
p12-15-11309,1,新潟県,2.3,2.14,7.7,123.0,0.375,12.348,1.0,堆積岩
p12-15-11310,1,新潟県,14.7,5.7,22.5,120.72,0.367,0.113,2.0,堆積岩
p12-15-11311,1,新潟県,28.1,3.19,45.9,107.56,0.148,22.77,7.0,堆積岩
p12-15-11312,1,新潟県,33.8,5.86,42.6,101.64,0.438,29.536,2.0,堆積岩
p12-15-11313,1,新潟県,2.6,6.11,42.9,111.1,0.228,18.229,7.0,堆積岩
p12-15-11314,1,新潟県,2.8,0.76,4.6,119.36,0.96,1.453,2.0,堆積岩
p12-15-11422,1,新潟県,239.9,47.56,131.9,34.49,0.022,7.198,7.0,火成岩
p12-15-11423,1,新潟県,140.2,0.26,51.3,44.76,0.086,9.459,2.0,堆積岩
p12-15-11424,1,新潟県,143.1,13.28,59.2,42.14,0.268,14.805,2.0,堆積岩
p12-15-11425,1,新潟県,205.0,6.28,29.8,45.15,0.069,5.353,7.0,堆積岩
p12-15-11426,1,新潟県,129.3,3.17,27.7,40.58,0.371,11.036,2.0,火成岩
p12-15-11427,1,新潟県,759.1,6.28,57.1,22.42,0.128,0.079,9.0,火成岩
p12-15-11428,1,新潟県,112.6,0.87,4.0,40.27,0.434,13.297,2.0,堆積岩
p12-15-11429,1,新潟県,215.7,7.71,27.6,47.67,0.082,6.474,2.0,堆積岩
p12-15-11430,1,新潟県,215.7,7.71,27.6,47.67,0.082,6.474,2.0,堆積岩
p12-15-11477,1,新潟県,162.7,0.34,1.3,38.28,0.03,18.615,1.0,堆積岩
p12-15-11478,1,新潟県,316.8,2.13,26.2,40.75,0.37,20.796,8.0,堆積岩
p12-15-11479,1,新潟県,204.7,1.6,5.5,33.86,0.044,15.165,2.0,堆積岩
p12-15-11480,1,新潟県,334.3,4.91,58.0,42.04,0.461,20.604,7.0,火成岩
p12-15-11481,1,新潟県,336.2,8.87,46.7,43.07,0.316,20.129,1.0,堆積岩
p12-15-11482,1,新潟県,376.3,11.63,41.8,43.32,0.014,21.465,2.0,堆積岩
p12-15-11483,1,新潟県,347.4,6.17,47.7,41.04,0.096,18.339,3.0,火成岩
p12-15-11484,1,新潟県,124.4,1.41,32.8,39.99,0.529,20.295,6.0,堆積岩
p12-15-11485,1,新潟県,325.0,9.46,89.8,44.29,0.028,21.599,7.0,火成岩
p12-15-11486,1,新潟県,246.6,0.77,6.6,30.74,0.062,12.902,,堆積岩
p12-15-11487,1,新潟県,253.2,11.85,54.2,40.04,0.047,23.541,6.0,堆積岩
p12-15-11488,1,新潟県,163.2,0.35,1.7,38.34,0.107,18.736,1.0,堆積岩
p12-15-11624,1,新潟県,63.3,4.98,61.3,69.7,0.169,23.311,6.0,堆積岩
p12-15-11626,1,新潟県,133.6,6.15,39.0,64.58,0.156,19.493,2.0,堆積岩
p12-15-11628,1,新潟県,339.6,31.07,67.1,53.41,0.044,11.462,8.0,
p12-15-11634,1,新潟県,12.8,2.4,11.9,71.1,1.792,24.127,,堆積岩
p12-15-11635,1,新潟県,58.4,5.59,55.6,69.68,0.093,23.313,6.0,堆積岩
p12-15-11642,1,新潟県,133.6,6.15,39.0,64.58,0.156,19.493,2.0,堆積岩
p12-15-11643,1,新潟県,339.6,31.07,67.1,53.41,0.044,11.462,8.0,
p12-15-11648,1,新潟県,5.7,0.3,1.3,63.62,0.095,14.96,2.0,堆積岩
p12-15-11662,1,新潟県,29.7,4.84,15.0,70.89,0.034,27.129,2.0,堆積岩
p12-15-11663,1,新潟県,26.9,3.9,23.5,71.02,0.136,28.298,9.0,堆積岩
p12-15-11664,1,新潟県,14.0,1.48,10.3,70.21,0.071,29.373,2.0,堆積岩
p12-15-11665,1,新潟県,17.9,4.1,39.0,70.71,0.053,29.123,7.0,火成岩
p12-15-11677,1,新潟県,62.3,22.3,63.6,52.15,0.046,8.843,2.0,火成岩
p12-15-11678,1,新潟県,45.7,19.8,53.8,52.54,0.327,8.697,2.0,堆積岩
p12-15-11684,1,新潟県,128.1,6.47,43.8,20.49,0.036,18.767,6.0,堆積岩
p12-15-11685,1,新潟県,47.0,1.51,24.5,35.81,0.075,12.974,7.0,堆積岩
p12-15-11686,1,新潟県,103.1,7.31,38.8,30.72,0.111,15.155,7.0,堆積岩
p12-15-11687,1,新潟県,178.1,8.78,41.4,30.65,0.51,16.03,7.0,火成岩
p12-15-11688,1,新潟県,420.5,9.15,89.9,12.14,0.604,10.12,8.0,火成岩
p12-15-11689,1,新潟県,118.8,13.34,113.3,30.3,0.209,15.447,6.0,火成岩
p12-15-11690,1,新潟県,118.8,13.34,113.3,30.3,0.209,15.447,6.0,火成岩
p12-15-11781,1,新潟県,354.9,3.71,24.3,41.03,0.267,19.169,1.0,堆積岩
p12-15-11782,1,新潟県,332.5,4.31,25.0,41.42,0.309,19.57,,堆積岩
p12-15-11783,1,新潟県,368.8,26.43,110.1,41.36,0.12,20.06,6.0,堆積岩
p12-15-11784,1,新潟県,361.8,5.89,33.2,41.11,0.104,19.617,1.0,堆積岩
p12-15-11785,1,新潟県,356.2,3.37,27.4,41.03,0.225,19.241,1.0,堆積岩
p12-15-11786,1,新潟県,613.1,3.34,35.9,36.15,0.157,21.639,,堆積岩
p12-15-11787,1,新潟県,690.3,16.05,116.6,33.29,0.07,19.145,6.0,火成岩
p12-15-11788,1,新潟県,498.3,4.7,91.3,39.62,0.097,19.468,8.0,火成岩
p12-15-11789,1,新潟県,606.4,4.78,67.7,38.62,0.18,16.321,8.0,火成岩
p12-15-11790,1,新潟県,424.5,2.2,68.2,39.96,0.045,16.874,2.0,堆積岩
p12-15-11791,1,新潟県,409.8,6.66,21.4,38.9,0.047,15.755,2.0,堆積岩
p12-15-11792,1,新潟県,814.2,4.14,64.3,31.45,0.046,15.981,6.0,堆積岩
p12-15-11793,1,新潟県,1035.3,17.05,107.2,25.63,0.029,12.743,9.0,火成岩
p12-15-11794,1,新潟県,315.9,5.19,55.6,41.97,0.141,19.917,1.0,堆積岩
p12-15-11795,1,新潟県,354.8,6.0,101.3,41.79,0.264,20.035,8.0,堆積岩
p12-15-11796,1,新潟県,473.9,3.43,30.0,39.07,0.044,16.077,2.0,堆積岩
p12-15-11797,1,新潟県,397.3,22.01,79.5,39.6,0.125,16.454,2.0,堆積岩
p12-15-11798,1,新潟県,388.3,3.26,60.5,39.68,0.077,16.536,2.0,堆積岩
p12-15-11799,1,新潟県,469.0,4.88,73.0,39.04,0.051,19.195,2.0,堆積岩
p12-15-11800,1,新潟県,939.9,2.5,39.1,28.75,0.238,10.342,1.0,火成岩
p12-15-11844,1,新潟県,452.6,1.54,7.6,38.57,0.559,14.209,2.0,堆積岩
p12-15-11845,1,新潟県,208.2,5.04,72.3,46.63,0.014,21.32,10.0,堆積岩
p12-15-11846,1,新潟県,207.9,8.19,61.4,46.8,0.113,21.634,10.0,堆積岩
p12-15-11847,1,新潟県,217.5,2.15,67.0,43.24,0.233,17.505,2.0,堆積岩
p12-15-11848,1,新潟県,225.0,7.02,31.9,40.85,0.099,15.208,7.0,堆積岩
p12-15-11849,1,新潟県,544.4,24.81,183.2,34.07,0.145,14.411,8.0,火成岩
p12-15-11850,1,新潟県,577.3,4.2,78.6,32.09,0.317,12.867,8.0,火成岩
p12-15-11851,1,新潟県,235.1,2.32,30.4,41.1,0.09,15.893,7.0,堆積岩
p12-15-11852,1,新潟県,235.1,2.32,30.4,41.1,0.09,15.893,7.0,堆積岩
p12-15-11853,1,新潟県,217.5,2.15,67.0,43.24,0.233,17.505,2.0,堆積岩
p12-15-11875,1,新潟県,40.7,0.53,2.0,68.83,0.237,18.242,2.0,堆積岩
p12-15-11876,1,新潟県,58.4,13.87,45.5,66.69,0.097,19.402,6.0,
p12-15-11877,1,新潟県,43.0,0.73,33.3,69.2,0.016,18.54,6.0,堆積岩
p12-15-11878,1,新潟県,45.8,2.64,49.3,70.1,0.037,17.049,6.0,堆積岩
p12-15-11879,1,新潟県,34.8,0.56,2.4,70.44,0.346,17.703,2.0,堆積岩
p12-15-11909,1,新潟県,6.8,4.47,71.6,80.27,19.507,40.68,6.0,火成岩
p12-17-10053,1,石川県,167.0,7.77,75.6,37.05,0.043,4.601,2.0,堆積岩
p12-17-10054,1,石川県,30.9,3.75,62.0,51.2,0.001,4.9,2.0,堆積岩
p12-17-10055,1,石川県,110.6,6.41,44.4,39.38,0.055,5.772,7.0,堆積岩
p12-17-10056,1,石川県,6.1,0.89,1.8,48.52,0.047,9.391,1.0,堆積岩
p12-17-10057,1,石川県,76.3,5.36,47.4,40.37,0.092,4.785,2.0,堆積岩
p12-17-10110,1,石川県,8.8,1.7,15.1,82.8,1.292,19.363,1.0,堆積岩
p12-17-10111,1,石川県,14.6,15.67,29.0,75.08,0.072,25.464,2.0,堆積岩
p12-17-10112,1,石川県,18.5,29.37,47.1,75.69,1.401,22.691,,堆積岩
p12-17-10113,1,石川県,4.4,1.25,7.7,83.11,1.473,19.481,1.0,堆積岩
p12-17-10114,1,石川県,6.7,0.6,2.6,81.95,0.241,15.411,2.0,堆積岩
p12-17-10115,1,石川県,1.1,2.47,23.5,90.11,0.156,24.264,7.0,堆積岩
p12-17-10116,1,石川県,7.7,3.71,40.2,80.63,0.178,26.076,7.0,堆積岩
p12-17-10179,1,石川県,8.9,0.55,31.2,35.12,0.087,2.68,2.0,堆積岩
p12-17-10180,1,石川県,8.6,3.49,16.3,36.69,0.716,0.465,2.0,堆積岩
p12-17-10181,1,石川県,29.5,2.32,20.8,36.46,0.801,3.951,2.0,堆積岩
p12-17-10182,1,石川県,13.5,1.34,52.9,34.32,0.012,6.411,7.0,火成岩
p12-17-10183,1,石川県,54.5,4.69,60.3,32.31,0.084,4.713,6.0,堆積岩
p12-17-10222,1,石川県,8.6,0.89,3.7,109.86,0.095,51.698,2.0,堆積岩
p12-17-10223,1,石川県,36.4,7.74,57.0,108.72,0.41,53.293,7.0,堆積岩
p12-17-10225,1,石川県,92.8,43.3,62.5,108.67,0.554,38.493,,堆積岩
